genome_name	sgb_id	usgb	study	sample_name	genome_size	n_fifty	number_contigs	completeness	contamination	assigned_species	assigned_genus	assigned_family	assigned_order	assigned_class	assigned_phylum	assigned_kingdom	closest_species	closest_genus	closest_family	closest_order	closest_class	closest_phylum	closest_kingdom	average_distance	sequence_url	annotations_url	uniref_url
XieH_2016__YSZC12003_37305R1__bin.46	15159	No	XieH_2016	YSZC12003_37305R1	2101506	16810	181	87.00	2.06	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.03	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15159/XieH_2016__YSZC12003_37305R1__bin.46.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15159.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15159/XieH_2016__YSZC12003_37305R1__bin.46.txt
XieH_2016__YSZC12003_37393__bin.53	15127	No	XieH_2016	YSZC12003_37393	2649444	26108	172	96.21	1.01	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15127/XieH_2016__YSZC12003_37393__bin.53.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15127.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15127/XieH_2016__YSZC12003_37393__bin.53.txt
XieH_2016__YSZC12003_37400__bin.16	15132	No	XieH_2016	YSZC12003_37400	3071272	52031	98	92.93	1.48	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/XieH_2016__YSZC12003_37400__bin.16.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/XieH_2016__YSZC12003_37400__bin.16.txt
XieH_2016__YSZC12003_37878__bin.58	15127	No	XieH_2016	YSZC12003_37878	1789674	3385	567	64.21	1.59	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15127/XieH_2016__YSZC12003_37878__bin.58.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15127.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15127/XieH_2016__YSZC12003_37878__bin.58.txt
YuJ_2015__SZAXPI003416-4__bin.36	15132	No	YuJ_2015	SZAXPI003416-4	3121650	10845	384	93.12	0.47	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/YuJ_2015__SZAXPI003416-4__bin.36.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/YuJ_2015__SZAXPI003416-4__bin.36.txt
YuJ_2015__SZAXPI003419-6__bin.12	15132	No	YuJ_2015	SZAXPI003419-6	2834744	24604	160	98.32	0.36	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/YuJ_2015__SZAXPI003419-6__bin.12.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/YuJ_2015__SZAXPI003419-6__bin.12.txt
YuJ_2015__SZAXPI003422-11__bin.6	15132	No	YuJ_2015	SZAXPI003422-11	2761581	37167	110	94.63	0.16	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/YuJ_2015__SZAXPI003422-11__bin.6.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/YuJ_2015__SZAXPI003422-11__bin.6.txt
YuJ_2015__SZAXPI003428-6__bin.5	15159	No	YuJ_2015	SZAXPI003428-6	1224662	3122	413	53.16	0.34	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.03	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15159/YuJ_2015__SZAXPI003428-6__bin.5.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15159.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15159/YuJ_2015__SZAXPI003428-6__bin.5.txt
YuJ_2015__SZAXPI003434-7__bin.45	15132	No	YuJ_2015	SZAXPI003434-7	2727066	19329	238	88.81	0.00	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/YuJ_2015__SZAXPI003434-7__bin.45.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/YuJ_2015__SZAXPI003434-7__bin.45.txt
YuJ_2015__SZAXPI015211-166__bin.17	15132	No	YuJ_2015	SZAXPI015211-166	2282944	4709	562	63.92	1.91	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/YuJ_2015__SZAXPI015211-166__bin.17.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/YuJ_2015__SZAXPI015211-166__bin.17.txt
YuJ_2015__SZAXPI015232-18__bin.15	15132	No	YuJ_2015	SZAXPI015232-18	3477233	23547	249	97.32	0.00	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/YuJ_2015__SZAXPI015232-18__bin.15.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/YuJ_2015__SZAXPI015232-18__bin.15.txt
YuJ_2015__SZAXPI015233-19__bin.68	15132	No	YuJ_2015	SZAXPI015233-19	3156359	26400	193	95.67	0.16	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/YuJ_2015__SZAXPI015233-19__bin.68.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/YuJ_2015__SZAXPI015233-19__bin.68.txt
YuJ_2015__SZAXPI015237-23__bin.44	15132	No	YuJ_2015	SZAXPI015237-23	2657244	18030	225	88.70	0.02	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/YuJ_2015__SZAXPI015237-23__bin.44.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/YuJ_2015__SZAXPI015237-23__bin.44.txt
YuJ_2015__SZAXPI015246-34__bin.1	15132	No	YuJ_2015	SZAXPI015246-34	2728239	4471	721	77.99	1.50	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/YuJ_2015__SZAXPI015246-34__bin.1.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/YuJ_2015__SZAXPI015246-34__bin.1.txt
YuJ_2015__SZAXPI015254-45__bin.12	15132	No	YuJ_2015	SZAXPI015254-45	3344571	12604	386	92.79	1.48	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/YuJ_2015__SZAXPI015254-45__bin.12.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/YuJ_2015__SZAXPI015254-45__bin.12.txt
YuJ_2015__SZAXPI015260-74__bin.62	15132	No	YuJ_2015	SZAXPI015260-74	1950491	3584	573	70.37	1.68	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/YuJ_2015__SZAXPI015260-74__bin.62.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/YuJ_2015__SZAXPI015260-74__bin.62.txt
YuJ_2015__SZAXPI017452-17__bin.37	15132	No	YuJ_2015	SZAXPI017452-17	3382538	32562	171	93.66	0.13	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/YuJ_2015__SZAXPI017452-17__bin.37.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/YuJ_2015__SZAXPI017452-17__bin.37.txt
YuJ_2015__SZAXPI017455-21__bin.33	15132	No	YuJ_2015	SZAXPI017455-21	2455666	8741	377	92.28	0.00	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/YuJ_2015__SZAXPI017455-21__bin.33.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/YuJ_2015__SZAXPI017455-21__bin.33.txt
YuJ_2015__SZAXPI017582-94__bin.1	15132	No	YuJ_2015	SZAXPI017582-94	2083160	4156	565	62.16	1.34	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/YuJ_2015__SZAXPI017582-94__bin.1.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/YuJ_2015__SZAXPI017582-94__bin.1.txt
YuJ_2015__SZAXPI017584-108__bin.18	15127	No	YuJ_2015	SZAXPI017584-108	2019056	5697	452	78.53	4.70	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15127/YuJ_2015__SZAXPI017584-108__bin.18.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15127.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15127/YuJ_2015__SZAXPI017584-108__bin.18.txt
YuJ_2015__SZAXPI017589-133__bin.9	15132	No	YuJ_2015	SZAXPI017589-133	2262705	4736	563	58.18	2.13	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/YuJ_2015__SZAXPI017589-133__bin.9.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/YuJ_2015__SZAXPI017589-133__bin.9.txt
ZeeviD_2015__PNP_Main_122__bin.29	15132	No	ZeeviD_2015	PNP_Main_122	3022951	48764	106	96.64	0.67	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/ZeeviD_2015__PNP_Main_122__bin.29.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/ZeeviD_2015__PNP_Main_122__bin.29.txt
ZeeviD_2015__PNP_Main_155__bin.20	15132	No	ZeeviD_2015	PNP_Main_155	2740831	17320	253	90.92	1.68	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/ZeeviD_2015__PNP_Main_155__bin.20.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/ZeeviD_2015__PNP_Main_155__bin.20.txt
ZeeviD_2015__PNP_Main_439__bin.19	15132	No	ZeeviD_2015	PNP_Main_439	2807485	21857	199	94.63	0.94	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/ZeeviD_2015__PNP_Main_439__bin.19.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/ZeeviD_2015__PNP_Main_439__bin.19.txt
ZeeviD_2015__PNP_Main_448__bin.7	15132	No	ZeeviD_2015	PNP_Main_448	3460461	19374	259	97.32	4.18	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/ZeeviD_2015__PNP_Main_448__bin.7.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/ZeeviD_2015__PNP_Main_448__bin.7.txt
ZeeviD_2015__PNP_Main_457__bin.5	15132	No	ZeeviD_2015	PNP_Main_457	2397699	3865	706	76.91	2.20	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/ZeeviD_2015__PNP_Main_457__bin.5.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/ZeeviD_2015__PNP_Main_457__bin.5.txt
ZeeviD_2015__PNP_Main_594__bin.19	15158	Yes	ZeeviD_2015	PNP_Main_594	2258567	26504	140	96.98	0.34	N/A	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.08	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15158/ZeeviD_2015__PNP_Main_594__bin.19.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15158.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15158/ZeeviD_2015__PNP_Main_594__bin.19.txt
ZeeviD_2015__PNP_Validation_12__bin.8	15132	No	ZeeviD_2015	PNP_Validation_12	3125749	6196	620	90.56	1.48	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/ZeeviD_2015__PNP_Validation_12__bin.8.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/ZeeviD_2015__PNP_Validation_12__bin.8.txt
ZeeviD_2015__PNP_Validation_17__bin.15	15132	No	ZeeviD_2015	PNP_Validation_17	1587170	14585	181	54.56	0.67	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/ZeeviD_2015__PNP_Validation_17__bin.15.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/ZeeviD_2015__PNP_Validation_17__bin.15.txt
ZeeviD_2015__PNP_Validation_2__bin.14	15132	No	ZeeviD_2015	PNP_Validation_2	3314913	11874	377	96.53	4.30	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/ZeeviD_2015__PNP_Validation_2__bin.14.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/ZeeviD_2015__PNP_Validation_2__bin.14.txt
ZeeviD_2015__PNP_Validation_4__bin.10	15132	No	ZeeviD_2015	PNP_Validation_4	2700972	23067	187	61.41	3.02	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/ZeeviD_2015__PNP_Validation_4__bin.10.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/ZeeviD_2015__PNP_Validation_4__bin.10.txt
ZeeviD_2015__PNP_Validation_71__bin.23	15132	No	ZeeviD_2015	PNP_Validation_71	2962175	6195	595	86.35	3.48	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/ZeeviD_2015__PNP_Validation_71__bin.23.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/ZeeviD_2015__PNP_Validation_71__bin.23.txt
ZellerG_2014__CCIS15704761ST-4-0__bin.7	15132	No	ZellerG_2014	CCIS15704761ST-4-0	2559159	30491	131	86.58	0.94	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/ZellerG_2014__CCIS15704761ST-4-0__bin.7.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/ZellerG_2014__CCIS15704761ST-4-0__bin.7.txt
ZellerG_2014__CCIS24254057ST-4-0__bin.3	15127	No	ZellerG_2014	CCIS24254057ST-4-0	2451798	21403	193	93.52	0.73	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15127/ZellerG_2014__CCIS24254057ST-4-0__bin.3.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15127.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15127/ZellerG_2014__CCIS24254057ST-4-0__bin.3.txt
ZellerG_2014__CCIS41288781ST-4-0__bin.14	15132	No	ZellerG_2014	CCIS41288781ST-4-0	3426906	20971	270	98.66	0.47	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/ZellerG_2014__CCIS41288781ST-4-0__bin.14.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/ZellerG_2014__CCIS41288781ST-4-0__bin.14.txt
